ID_VENTA;ID_Minorista;Fecha_de_Factura;ID_REGION;ID_ESTADO;ID_CIUDAD;Producto;ID_FAMILIA;ID_GENERO;ID_CATEGORÍA;ID_CONTORNO;Tamaño;ID_COLOR ;Precio_por_Unidad;Unidades_Vendidas;Total_Ventas;Beneficio_Operativo;Margen_Operativo;ID _MVENTA
2483;Foot Locker;17/01/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;23,24,25,26;Amarillo;$50,00 ;84;$4.200 ;$1.974 ;47%;Online
2484;Foot Locker;14/11/2020;West;California;San Francisco;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;11,12,13,14,15;Amarillo;$58,00 ;175;$10.150 ;$3.045 ;30%;Online
2485;Foot Locker;19/01/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Turf - TF;22,23,24,25,26;Amarillo;$54,00 ;94;$5.076 ;$1.726 ;34%;Online
2486;Foot Locker;20/01/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;25,26,27,28,29,30;Amarillo;$58,00 ;143;$8.294 ;$4.230 ;51%;Online
2487;Foot Locker;26/12/2020;West;California;San Francisco;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Indoor - IC;26,27,28,29;Amarillo;$62,00 ;203;$12.586 ;$3.776 ;30%;Online
2488;Foot Locker;21/01/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;26,27;Amarillo;$62,00 ;102;$6.324 ;$2.403 ;38%;Online
2489;Foot Locker;23/01/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;25,26,27,28,29,30;Amarillo;$59,00 ;75;$4.425 ;$2.036 ;46%;Online
2490;Foot Locker;01/01/2021;West;California;San Francisco;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;26,27,28;Amarillo;$64,00 ;225;$14.400 ;$5.184 ;36%;Online
2491;Foot Locker;24/01/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;23,23.5,24,24.5,25,25.5,26,27;Amarillo;$63,00 ;52;$3.276 ;$2.162 ;66%;Online
2492;Foot Locker;25/01/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;Tenis;Caballero;Correr;Plataforma baja;26.5,27,27.5;Amarillo;$78,00 ;95;$7.410 ;$2.519 ;34%;Online
2493;Foot Locker;07/01/2021;West;California;San Francisco;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Turf - TF;22,23,24,25,26;Amarillo;$63,00 ;248;$15.624 ;$5.781 ;37%;Online
2494;Foot Locker;27/01/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;26,27,28,29;Amarillo;$60,00 ;104;$6.240 ;$2.683 ;43%;Online
2495;Foot Locker;29/01/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;23,24,25,26;Amarillo;$57,00 ;90;$5.130 ;$2.565 ;50%;Online
2496;Foot Locker;13/01/2021;West;California;San Francisco;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;11,12,13,14,15;Amarillo;$59,00 ;245;$14.455 ;$4.915 ;34%;Online
2497;Foot Locker;19/01/2021;West;California;San Francisco;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Turf - TF;22,23,24,25,26;Amarillo;$66,00 ;259;$17.094 ;$5.128 ;30%;Online
2498;Foot Locker;25/01/2021;West;California;San Francisco;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;25,26,27,28,29,30;Amarillo;$56,00 ;268;$15.008 ;$4.202 ;28%;Online
2499;Foot Locker;31/01/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Indoor - IC;26,27,28,29;Amarillo;$78,00 ;131;$10.218 ;$3.576 ;35%;Online
2500;Foot Locker;01/02/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;26,27;Amarillo;$56,00 ;189;$10.584 ;$6.033 ;57%;Online
2501;Foot Locker;04/02/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;25,26,27,28,29,30;Amarillo;$58,00 ;111;$6.438 ;$3.283 ;51%;Online
2502;Foot Locker;31/01/2021;West;California;San Francisco;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;26,27,28;Amarillo;$59,00 ;219;$12.921 ;$3.747 ;29%;Online
2503;Foot Locker;06/02/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;23,23.5,24,24.5,25,25.5,26,27;Amarillo;$73,00 ;174;$12.702 ;$5.081 ;40%;Online
2504;Foot Locker;09/02/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;Tenis;Caballero;Correr;Plataforma baja;26.5,27,27.5;Amarillo;$61,00 ;143;$8.723 ;$4.623 ;53%;Online
2505;Foot Locker;10/02/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Turf - TF;22,23,24,25,26;Amarillo;$55,00 ;117;$6.435 ;$3.153 ;49%;Online
2506;Foot Locker;12/02/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;26,27,28,29;Amarillo;$78,00 ;145;$11.310 ;$3.393 ;30%;Online
2507;Foot Locker;23/02/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;23,24,25,26;Amarillo;$67,00 ;120;$8.040 ;$4.904 ;61%;Online
2508;Foot Locker;07/03/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;11,12,13,14,15;Amarillo;$64,00 ;88;$5.632 ;$3.604 ;64%;Online
2509;Kohl's;18/02/2021;West;California;San Francisco;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Turf - TF;22,23,24,25,26;Amarillo;$41,00 ;196;$8.036 ;$2.893 ;36%;Online
2510;Foot Locker;13/03/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;25,26,27,28,29,30;Amarillo;$69,00 ;112;$7.728 ;$4.637 ;60%;Online
2511;Kohl's;20/03/2021;West;California;Los Angeles;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Indoor - IC;26,27,28,29;Amarillo;$41,00 ;195;$7.995 ;$2.798 ;35%;Online
2512;Foot Locker;07/04/2020;West;Colorado;Denver;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;26,27;Amarillo;$72,00 ;98;$7.056 ;$1.764 ;25%;Online
2513;Kohl's;08/04/2021;West;California;Los Angeles;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;25,26,27,28,29,30;Amarillo;$49,00 ;156;$7.644 ;$2.752 ;36%;Online
2514;Kohl's;14/04/2021;West;California;Los Angeles;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;26,27,28;Amarillo;$47,00 ;169;$7.943 ;$2.780 ;35%;Online
2515;Foot Locker;17/04/2020;West;Colorado;Denver;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;23,23.5,24,24.5,25,25.5,26,27;Amarillo;$62,00 ;135;$8.370 ;$5.022 ;60%;Online
2516;Kohl's;20/04/2021;West;California;Los Angeles;Men's Athletic Footwear;Tenis;Caballero;Correr;Plataforma baja;26.5,27,27.5;Amarillo;$47,00 ;225;$10.575 ;$3.701 ;35%;Online
2517;Kohl's;26/04/2021;West;California;Los Angeles;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Turf - TF;22,23,24,25,26;Amarillo;$46,00 ;216;$9.936 ;$3.776 ;38%;Online
2518;Foot Locker;20/04/2020;West;Colorado;Denver;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;26,27,28,29;Amarillo;$64,00 ;202;$12.928 ;$7.757 ;60%;Online
2519;Kohl's;02/05/2021;West;California;Los Angeles;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;23,24,25,26;Amarillo;$51,00 ;221;$11.271 ;$4.508 ;40%;Online
2520;Kohl's;08/05/2021;West;California;Los Angeles;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;11,12,13,14,15;Amarillo;$50,00 ;247;$12.350 ;$4.570 ;37%;Online
2521;Kohl's;14/05/2021;West;California;Los Angeles;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Turf - TF;22,23,24,25,26;Amarillo;$51,00 ;232;$11.832 ;$4.260 ;36%;Online
2522;Kohl's;20/05/2021;West;California;Los Angeles;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;25,26,27,28,29,30;Amarillo;$54,00 ;215;$11.610 ;$4.412 ;38%;Online
2523;Kohl's;26/05/2021;West;California;Los Angeles;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Indoor - IC;26,27,28,29;Amarillo;$50,00 ;243;$12.150 ;$4.617 ;38%;Online
2524;Amazon;01/06/2021;West;California;Los Angeles;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;26,27;Amarillo;$41,00 ;77;$3.157 ;$1.452 ;46%;Online
2525;Amazon;07/06/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;25,26,27,28,29,30;Amarillo;$43,00 ;51;$2.193 ;$1.031 ;47%;Online
2526;Amazon;13/06/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;26,27,28;Amarillo;$46,00 ;60;$2.760 ;$1.325 ;48%;Online
2527;Amazon;19/06/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;23,23.5,24,24.5,25,25.5,26,27;Amarillo;$48,00 ;44;$2.112 ;$972 ;46%;Online
2528;Amazon;25/06/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;Tenis;Caballero;Correr;Plataforma baja;26.5,27,27.5;Amarillo;$53,00 ;54;$2.862 ;$1.288 ;45%;Online
2529;Amazon;01/07/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Turf - TF;22,23,24,25,26;Amarillo;$43,00 ;63;$2.709 ;$1.219 ;45%;Online
2530;Foot Locker;29/05/2020;West;Colorado;Denver;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;26,27,28,29;Amarillo;$49,00 ;78;$3.822 ;$1.567 ;41%;Online
2531;Foot Locker;03/06/2020;West;Washington;Seattle;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;23,24,25,26;Amarillo;$47,00 ;122;$5.734 ;$2.236 ;39%;Online
2532;Foot Locker;04/06/2020;West;Washington;Seattle;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;11,12,13,14,15;Amarillo;$48,00 ;87;$4.176 ;$1.754 ;42%;Online
2533;Amazon;07/07/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Turf - TF;22,23,24,25,26;Amarillo;$43,00 ;81;$3.483 ;$1.567 ;45%;Online
2534;Foot Locker;15/07/2020;West;Washington;Seattle;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;25,26,27,28,29,30;Amarillo;$63,00 ;135;$8.505 ;$3.147 ;37%;Online
2535;Foot Locker;01/08/2020;West;Washington;Seattle;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Indoor - IC;26,27,28,29;Amarillo;$77,00 ;195;$15.015 ;$5.706 ;38%;Online
2536;Amazon;13/07/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;26,27;Amarillo;$41,00 ;94;$3.854 ;$1.773 ;46%;Online
2537;Amazon;19/07/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;25,26,27,28,29,30;Amarillo;$41,00 ;84;$3.444 ;$1.688 ;49%;Online
2538;Amazon;25/07/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;26,27,28;Amarillo;$49,00 ;75;$3.675 ;$1.801 ;49%;Online
2539;Amazon;31/07/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;23,23.5,24,24.5,25,25.5,26,27;Amarillo;$46,00 ;65;$2.990 ;$1.405 ;47%;Online
2540;Amazon;06/08/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;Tenis;Caballero;Correr;Plataforma baja;26.5,27,27.5;Amarillo;$46,00 ;75;$3.450 ;$1.656 ;48%;Online
2541;Sports Direct;12/08/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;22,23,24,25;Amarillo;$28,00 ;196;$5.488 ;$2.195 ;40%;Online
2542;Sports Direct;18/08/2021;South;Texas;Dallas;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Turf - TF;22,23,24,25,26;Amarillo;$32,00 ;163;$5.216 ;$2.086 ;40%;Online
2543;Sports Direct;24/08/2021;South;Texas;Dallas;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;26,27,28,29;Amarillo;$39,00 ;169;$6.591 ;$3.296 ;50%;Online
2544;Foot Locker;02/08/2020;West;Washington;Seattle;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;23,24,25,26;Amarillo;$73,00 ;138;$10.074 ;$3.929 ;39%;Online
2545;Sports Direct;30/08/2021;South;Texas;Dallas;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;11,12,13,14,15;Amarillo;$28,00 ;175;$4.900 ;$2.352 ;48%;Online
2546;Foot Locker;04/08/2020;West;Washington;Seattle;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Turf - TF;22,23,24,25,26;Amarillo;$82,00 ;133;$10.906 ;$4.144 ;38%;Online
2547;Foot Locker;05/08/2020;West;Washington;Seattle;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;25,26,27,28,29,30;Amarillo;$86,00 ;150;$12.900 ;$4.386 ;34%;Online
2548;Amazon;09/08/2020;West;Washington;Seattle;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Indoor - IC;26,27,28,29;Amarillo;$38,00 ;175;$6.650 ;$2.660 ;40%;Online
2549;Amazon;19/08/2020;Southeast;Florida;Miami;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;26,27;Amarillo;$42,00 ;225;$9.450 ;$4.536 ;48%;Online
2550;Sports Direct;05/09/2021;South;Texas;Dallas;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;25,26,27,28,29,30;Amarillo;$29,00 ;194;$5.626 ;$2.757 ;49%;Online
2551;Amazon;20/08/2020;Southeast;Florida;Miami;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;26,27,28;Amarillo;$32,00 ;217;$6.944 ;$2.430 ;35%;Online
2552;Amazon;22/08/2020;Southeast;Florida;Miami;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;23,23.5,24,24.5,25,25.5,26,27;Amarillo;$53,00 ;182;$9.646 ;$4.437 ;46%;Online
2553;Sports Direct;11/09/2021;South;Texas;Dallas;Men's Athletic Footwear;Tenis;Caballero;Correr;Plataforma baja;26.5,27,27.5;Amarillo;$49,00 ;200;$9.800 ;$4.704 ;48%;Online
2554;Amazon;24/04/2020;Southeast;Florida;Miami;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Turf - TF;22,23,24,25,26;Amarillo;$32,00 ;203;$6.496 ;$2.598 ;40%;Online
2555;Sports Direct;23/09/2021;South;Texas;Dallas;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;26,27,28,29;Amarillo;$53,00 ;208;$11.024 ;$5.512 ;50%;Online
2556;Sports Direct;29/09/2021;South;Texas;Dallas;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;23,24,25,26;Amarillo;$54,00 ;176;$9.504 ;$4.847 ;51%;Online
2557;Amazon;24/04/2020;Southeast;Florida;Miami;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;11,12,13,14,15;Amarillo;$47,00 ;188;$8.836 ;$3.269 ;37%;Online
2558;Amazon;23/10/2020;Midwest;Minnesota;Minneapolis;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Turf - TF;22,23,24,25,26;Amarillo;$32,00 ;135;$4.320 ;$1.944 ;45%;Online
2559;Sports Direct;05/10/2021;South;Texas;Dallas;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;25,26,27,28,29,30;Amarillo;$38,00 ;169;$6.422 ;$3.275 ;51%;Online
2560;Amazon;26/10/2020;Midwest;Minnesota;Minneapolis;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Indoor - IC;26,27,28,29;Amarillo;$27,00 ;20;$540 ;$254 ;47%;Online
2561;Amazon;27/10/2020;Midwest;Minnesota;Minneapolis;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;26,27;Amarillo;$41,00 ;44;$1.804 ;$740 ;41%;Online
2562;Amazon;02/11/2020;Midwest;Minnesota;Minneapolis;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;25,26,27,28,29,30;Amarillo;$47,00 ;19;$893 ;$375 ;42%;Online
2563;Amazon;03/11/2020;Midwest;Minnesota;Minneapolis;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;26,27,28;Amarillo;$38,00 ;47;$1.786 ;$982 ;55%;Online
2564;Amazon;06/11/2020;Midwest;Minnesota;Minneapolis;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;23,23.5,24,24.5,25,25.5,26,27;Amarillo;$29,00 ;26;$754 ;$332 ;44%;Online
2565;Amazon;08/11/2020;Midwest;Minnesota;Minneapolis;Men's Athletic Footwear;Tenis;Caballero;Correr;Plataforma baja;26.5,27,27.5;Amarillo;$47,00 ;14;$658 ;$263 ;40%;Online
2566;Amazon;18/11/2020;Midwest;Minnesota;Minneapolis;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Turf - TF;22,23,24,25,26;Amarillo;$33,00 ;47;$1.551 ;$698 ;45%;Online
2567;Amazon;19/11/2020;Midwest;Minnesota;Minneapolis;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;26,27,28,29;Amarillo;$32,00 ;45;$1.440 ;$677 ;47%;Online
2568;Amazon;20/11/2020;Midwest;Minnesota;Minneapolis;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;23,24,25,26;Amarillo;$49,00 ;45;$2.205 ;$926 ;42%;Online
2569;Sports Direct;17/10/2021;South;Texas;Dallas;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;11,12,13,14,15;Amarillo;$56,00 ;231;$12.936 ;$6.727 ;52%;Online
2570;Amazon;28/11/2020;Midwest;Minnesota;Minneapolis;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Turf - TF;22,23,24,25,26;Amarillo;$47,00 ;137;$6.439 ;$3.026 ;47%;Online
2571;Amazon;20/12/2020;Midwest;Minnesota;Minneapolis;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;25,26,27,28,29,30;Amarillo;$52,00 ;34;$1.768 ;$743 ;42%;Online
2572;Amazon;23/10/2021;South;Texas;Dallas;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Indoor - IC;26,27,28,29;Amarillo;$41,00 ;68;$2.788 ;$1.310 ;47%;Online
2573;Kohl's;12/01/2021;Midwest;Montana;Billings;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;26,27;Amarillo;$44,00 ;91;$4.004 ;$2.122 ;53%;Online
2574;Amazon;29/10/2021;Northeast;Pennsylvania;Philadelphia;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;25,26,27,28,29,30;Amarillo;$44,00 ;35;$1.540 ;$739 ;48%;Online
2575;Kohl's;15/01/2021;Midwest;Montana;Billings;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;26,27,28;Amarillo;$44,00 ;161;$7.084 ;$4.180 ;59%;Online
2576;Kohl's;16/01/2021;Midwest;Montana;Billings;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;23,23.5,24,24.5,25,25.5,26,27;Amarillo;$43,00 ;101;$4.343 ;$1.954 ;45%;Online
2577;Kohl's;19/01/2021;Midwest;Montana;Billings;Men's Athletic Footwear;Tenis;Caballero;Correr;Plataforma baja;26.5,27,27.5;Amarillo;$44,00 ;56;$2.464 ;$1.823 ;74%;Online
2578;Amazon;04/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Turf - TF;22,23,24,25,26;Amarillo;$47,00 ;38;$1.786 ;$875 ;49%;Online
2579;Sports Direct;11/04/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;26,27,28,29;Amarillo;$36,00 ;169;$6.084 ;$3.103 ;51%;Online
2580;Sports Direct;16/04/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;23,24,25,26;Amarillo;$43,00 ;206;$8.858 ;$5.138 ;58%;Online
2581;Amazon;10/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;11,12,13,14,15;Amarillo;$45,00 ;45;$2.025 ;$851 ;42%;Online
2582;Sports Direct;03/05/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Turf - TF;22,23,24,25,26;Amarillo;$33,00 ;173;$5.709 ;$3.254 ;57%;Online
2583;Amazon;16/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;25,26,27,28,29,30;Amarillo;$54,00 ;53;$2.862 ;$1.145 ;40%;Online
2584;Amazon;22/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Indoor - IC;26,27,28,29;Amarillo;$59,00 ;70;$4.130 ;$1.900 ;46%;Online
2585;Sports Direct;04/05/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;26,27;Amarillo;$32,00 ;150;$4.800 ;$2.880 ;60%;Online
2586;Amazon;28/11/2021;Northeast;Pennsylvania;Philadelphia;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;25,26,27,28,29,30;Amarillo;$55,00 ;90;$4.950 ;$2.475 ;50%;Online
2587;Sports Direct;12/05/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;26,27,28;Amarillo;$52,00 ;133;$6.916 ;$4.772 ;69%;Online
2588;Sports Direct;15/05/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;23,23.5,24,24.5,25,25.5,26,27;Amarillo;$53,00 ;200;$10.600 ;$6.148 ;58%;Online
2589;Amazon;04/12/2021;Northeast;Pennsylvania;Philadelphia;Men's Athletic Footwear;Tenis;Caballero;Correr;Plataforma baja;26.5,27,27.5;Amarillo;$54,00 ;75;$4.050 ;$1.904 ;47%;Online
2590;Amazon;10/12/2021;Northeast;Pennsylvania;Philadelphia;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Turf - TF;22,23,24,25,26;Amarillo;$48,00 ;80;$3.840 ;$1.536 ;40%;Online
2591;Sports Direct;17/05/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;26,27,28,29;Amarillo;$54,00 ;210;$11.340 ;$6.237 ;55%;Online
2592;Amazon;16/12/2021;Northeast;Pennsylvania;Philadelphia;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;23,24,25,26;Amarillo;$47,00 ;63;$2.961 ;$1.244 ;42%;Online
2593;Sports Direct;18/05/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;11,12,13,14,15;Amarillo;$54,00 ;149;$8.046 ;$5.552 ;69%;Online
2594;Amazon;22/12/2021;Northeast;Pennsylvania;Philadelphia;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Turf - TF;22,23,24,25,26;Amarillo;$55,00 ;60;$3.300 ;$1.551 ;47%;Online
2595;Amazon;28/12/2021;Northeast;Pennsylvania;Philadelphia;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;25,26,27,28,29,30;Amarillo;$55,00 ;69;$3.795 ;$1.708 ;45%;Online
2596;Foot Locker;03/01/2020;Northeast;Pennsylvania;Philadelphia;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Indoor - IC;26,27,28,29;Amarillo;$44,00 ;117;$5.148 ;$1.905 ;37%;Online
2597;Foot Locker;09/01/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;26,27;Amarillo;$43,00 ;128;$5.504 ;$2.202 ;40%;Online
2598;Sports Direct;20/05/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;25,26,27,28,29,30;Amarillo;$61,00 ;225;$13.725 ;$10.157 ;74%;Online
2599;Amazon;21/05/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;26,27,28;Amarillo;$32,00 ;119;$3.808 ;$1.904 ;50%;Online
2600;Foot Locker;15/01/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;23,23.5,24,24.5,25,25.5,26,27;Amarillo;$50,00 ;120;$6.000 ;$2.400 ;40%;Online
2601;Amazon;22/05/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;Tenis;Caballero;Correr;Plataforma baja;26.5,27,27.5;Amarillo;$32,00 ;56;$1.792 ;$878 ;49%;Online
2602;Amazon;23/05/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Turf - TF;22,23,24,25,26;Amarillo;$24,00 ;65;$1.560 ;$749 ;48%;Online
2603;Amazon;24/05/2021;South;Tennessee;Knoxville;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;26,27,28,29;Amarillo;$27,00 ;19;$513 ;$272 ;53%;Online
2604;Amazon;26/05/2021;Midwest;Nebraska;Omaha;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Tierra - FG;23,24,25,26;Amarillo;$32,00 ;68;$2.176 ;$1.327 ;61%;Online
2605;Amazon;29/05/2021;Midwest;Nebraska;Omaha;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;11,12,13,14,15;Amarillo;$23,00 ;47;$1.081 ;$541 ;50%;Online
2606;Amazon;01/06/2021;Midwest;Nebraska;Omaha;Men's Athletic Footwear;Tenis;Caballero;Fútbol;Fútbol Turf - TF;22,23,24,25,26;Amarillo;$32,00 ;60;$1.920 ;$1.190 ;62%;Online
2607;Amazon;02/06/2021;Midwest;Nebraska;Omaha;Men's Athletic Footwear;Tenis;Caballero;Correr;Mid;25,26,27,28,29,30;Amarillo;$38,00 ;122;$4.636 ;$2.503 ;54%;Online
